0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20604524e-92,1.2058515e-05,3.16436834e-125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9901801e-109,3.44591393e-132,1.26863435e-134
0.0,0.0,0.0170706524,3.39774261e-58,5.21109185e-55,1.7719238e-62,0.103290434,1.96122421e-41,0.0390287364,1.97799359e-44,1.59467901e-41,3.90846629e-47,1.67090789e-52,3.05322327e-67,4.5714785e-105,1.71364811e-89
0.0,0.0,0.0111260263,1.08280649,0.866967626,0.277814213,0.107287816,0.281420074,0.151004085,0.482846088,0.322855848,0.0617464937,0.0170700125,9.9437002e-06,3.67138547e-06,2.32484156e-60
0.0,0.0,0.020101138,0.43798595,0.640587498,0.709850066,0.557489171,0.712702933,0.350716589,0.371190606,0.173785224,0.162704445,0.0188254228,1.03983436e-05,3.77157952e-25,6.28788788e-06
0.0,0.0,0.00874447054,0.487143168,0.613381662,0.836808081,0.766883222,0.623447246,0.947190892,0.539282641,0.549818808,0.0905871444,0.0223459466,3.10746661e-05,2.16644121e-05,3.05975144e-46
0.0,0.0,0.0484246852,0.0984231314,0.592950691,0.626772329,0.646893403,1.04522455,0.581682804,0.687889559,0.270550441,0.214812973,0.0180432671,1.16738785e-05,1.78221099e-06,2.15436357e-17
0.0,0.0,0.0187403399,0.327483491,0.366842833,0.591763122,0.536313765,0.702885834,0.624741019,0.660862381,0.523040167,0.193609278,0.00790879435,5.88071946e-06,9.26733449e-06,9.30126148e-06
0.0,0.0,0.00558367043,0.229767122,0.392219793,0.533086777,0.551139706,0.830081835,0.877503953,0.768856044,0.349715761,0.249994838,0.0245716729,1.36056185e-05,4.58282153e-06,4.59779025e-06
0.0,0.0,0.263051547,0.28006664,0.39335553,0.757348378,0.756714423,0.679089053,0.84906079,1.04442896,0.424243495,0.194960632,0.0298059949,1.32082459e-05,1.71616271e-05,5.85947581e-06
0.0,0.0,1.74585026e-18,2.05215851e-31,0.121657066,0.425861003,0.47269345,0.475417257,0.881593841,0.517705523,0.415224535,0.156205347,0.0537668689,2.68951406e-05,2.64826387e-05,3.43401106e-05
0.0,0.0,0.00537184378,0.0858035375,0.329750962,0.357451427,0.312520128,0.249804092,0.292846051,0.327971964,0.295271255,0.140112625,0.0134526516,2.68206223e-06,1.79208323e-05,1.1104625e-19
0.0,0.0,1.31286159e-63,6.70806763e-30,0.0317184608,0.0674302678,0.0318002325,0.0884916618,0.0748812045,0.0521685926,0.0592572568,0.0419842467,0.00203529414,6.73992976e-18,4.66686893e-06,4.52861395e-06
2.58407181e-111,7.39195225e-130,5.33140539e-87,3.78777949e-05,6.22554272e-05,8.71080864e-05,6.24939435e-05,3.79228316e-05,8.74563518e-05,3.81468121e-05,6.26557947e-05,8.79220665e-05,6.20688567e-05,1.36475462e-05,3.7799867e-05,1.98536122e-47
2.50639944e-126,2.99924183e-135,1.21230989e-89,9.79382617e-70,5.30156997e-66,1.31128123e-65,8.71796045e-63,2.46221075e-70,4.22265747e-70,1.58532169e-82,1.40541939e-86,1.17749352e-85,2.02031502e-67,5.50642578e-66,2.02545953e-87,1.10077206e-89
4.27086792e-122,8.44726024e-119,7.93527188e-138,2.41833942e-104,1.4525009e-126,1.8901473e-117,9.02173256e-119,4.45637903e-114,2.00246187e-100,5.01682767e-115,1.73033587e-131,2.38801926e-101,2.90450714e-115,5.81582549e-106,1.2348372e-102,6.02725794e-149
